Score,Home
69,Buckinghamshire
142,Buckinghamshire
89,Buckinghamshire
75,Buckinghamshire
89,Buckinghamshire
71,Buckinghamshire
69,Buckinghamshire
84,Buckinghamshire
85,Out of county
86,Buckinghamshire
80,Buckinghamshire
89,Buckinghamshire
82,Buckinghamshire
101,Buckinghamshire
68,Buckinghamshire
116,Buckinghamshire
64,Buckinghamshire
83,Buckinghamshire
122,Buckinghamshire
96,Buckinghamshire
85,Buckinghamshire
83,Buckinghamshire
133,Buckinghamshire
133,Buckinghamshire
85,Buckinghamshire
137,Buckinghamshire
134,Buckinghamshire
99,Buckinghamshire
89,Buckinghamshire
105,Buckinghamshire
79,Buckinghamshire
93,Buckinghamshire
79,Buckinghamshire
89,Buckinghamshire
82,Buckinghamshire
98,Buckinghamshire
99,Buckinghamshire
122,Buckinghamshire
123,Buckinghamshire
106,Buckinghamshire
69,Buckinghamshire
125,Buckinghamshire
84,Buckinghamshire
78,Buckinghamshire
88,Buckinghamshire
79,Buckinghamshire
94,Buckinghamshire
76,Buckinghamshire
76,Buckinghamshire
79,Buckinghamshire
79,Buckinghamshire
76,Buckinghamshire
82,Out of county
71,Buckinghamshire
71,Buckinghamshire
85,Buckinghamshire
80,Buckinghamshire
87,Out of county
79,Buckinghamshire
70,Buckinghamshire
72,Buckinghamshire
94,Buckinghamshire
90,Buckinghamshire
109,Buckinghamshire
71,Buckinghamshire
129,Buckinghamshire
89,Buckinghamshire
74,Buckinghamshire
77,Buckinghamshire
89,Buckinghamshire
83,Buckinghamshire
69,Out of county
75,Buckinghamshire
70,Buckinghamshire
97,Buckinghamshire
101,Buckinghamshire
60,Buckinghamshire
96,Buckinghamshire
90,Buckinghamshire
77,Buckinghamshire
81,Buckinghamshire
77,Buckinghamshire
88,Buckinghamshire
94,Buckinghamshire
86,Buckinghamshire
127,Buckinghamshire
70,Buckinghamshire
86,Buckinghamshire
83,Buckinghamshire
111,Buckinghamshire
78,Buckinghamshire
85,Buckinghamshire
69,Buckinghamshire
92,Buckinghamshire
76,Buckinghamshire
94,Buckinghamshire
74,Buckinghamshire
122,Buckinghamshire
106,Buckinghamshire
105,Buckinghamshire
77,Buckinghamshire
99,Buckinghamshire
87,Buckinghamshire
94,Buckinghamshire
80,Buckinghamshire
110,Buckinghamshire
92,Buckinghamshire
80,Buckinghamshire
73,Buckinghamshire
98,Out of county
105,Buckinghamshire
100,Buckinghamshire
92,Buckinghamshire
84,Buckinghamshire
92,Buckinghamshire
76,Buckinghamshire
116,Buckinghamshire
80,Buckinghamshire
103,Buckinghamshire
118,Buckinghamshire
79,Buckinghamshire
96,Buckinghamshire
78,Buckinghamshire
77,Buckinghamshire
94,Buckinghamshire
110,Buckinghamshire
127,Buckinghamshire
96,Buckinghamshire
74,Buckinghamshire
88,Buckinghamshire
117,Buckinghamshire
137,Buckinghamshire
82,Buckinghamshire
72,Buckinghamshire
93,Buckinghamshire
85,Buckinghamshire
81,Buckinghamshire
98,Buckinghamshire
79,Buckinghamshire
97,Buckinghamshire
101,Buckinghamshire
79,Buckinghamshire
50,Buckinghamshire
89,Buckinghamshire
80,Buckinghamshire
101,Buckinghamshire
80,Buckinghamshire
73,Buckinghamshire
89,Buckinghamshire
102,Buckinghamshire
76,Buckinghamshire
82,Out of county
82,Buckinghamshire
75,Buckinghamshire
87,Buckinghamshire
77,Buckinghamshire
100,Buckinghamshire
91,Buckinghamshire
64,Buckinghamshire
95,Buckinghamshire
78,Buckinghamshire
90,Buckinghamshire
108,Buckinghamshire
136,Buckinghamshire
75,Buckinghamshire
74,Buckinghamshire
83,Buckinghamshire
83,Buckinghamshire
78,Buckinghamshire
132,Buckinghamshire
75,Buckinghamshire
106,Buckinghamshire
81,Buckinghamshire
88,Buckinghamshire
93,Buckinghamshire
87,Buckinghamshire
83,Buckinghamshire
105,Buckinghamshire
90,Buckinghamshire
118,Buckinghamshire
77,Buckinghamshire
81,Buckinghamshire
75,Buckinghamshire
89,Buckinghamshire
101,Buckinghamshire
94,Buckinghamshire
87,Buckinghamshire
96,Buckinghamshire
88,Buckinghamshire
119,Buckinghamshire
84,Buckinghamshire
101,Buckinghamshire
106,Buckinghamshire
99,Buckinghamshire
88,Buckinghamshire
116,Buckinghamshire
108,Buckinghamshire
76,Buckinghamshire
125,Buckinghamshire
100,Buckinghamshire
91,Buckinghamshire
99,Buckinghamshire
84,Buckinghamshire
102,Buckinghamshire
82,Buckinghamshire
82,Buckinghamshire
102,Buckinghamshire
86,Buckinghamshire
109,Out of county
79,Buckinghamshire
92,Buckinghamshire
70,Buckinghamshire
88,Buckinghamshire
113,Buckinghamshire
85,Buckinghamshire
72,Buckinghamshire
112,Buckinghamshire
99,Buckinghamshire
71,Buckinghamshire
85,Buckinghamshire
74,Out of county
90,Buckinghamshire
96,Buckinghamshire
91,Buckinghamshire
85,Buckinghamshire
75,Buckinghamshire
92,Buckinghamshire
75,Buckinghamshire
81,Buckinghamshire
92,Buckinghamshire
79,Buckinghamshire
94,Buckinghamshire
101,Buckinghamshire
78,Buckinghamshire
101,Buckinghamshire
81,Buckinghamshire
73,Buckinghamshire
111,Buckinghamshire
79,Buckinghamshire
74,Buckinghamshire
95,Buckinghamshire
88,Out of county
69,Buckinghamshire
78,Buckinghamshire
95,Buckinghamshire
71,Buckinghamshire
80,Buckinghamshire
77,Buckinghamshire
98,Out of county
82,Buckinghamshire
143,Buckinghamshire
108,Out of county
71,Buckinghamshire
88,Buckinghamshire
89,Buckinghamshire
90,Buckinghamshire
87,Buckinghamshire
74,Buckinghamshire
95,Buckinghamshire
102,Buckinghamshire
78,Buckinghamshire
111,Buckinghamshire
77,Buckinghamshire
94,Out of county
111,Buckinghamshire
73,Buckinghamshire
82,Buckinghamshire
99,Buckinghamshire
80,Buckinghamshire
128,Buckinghamshire
111,Buckinghamshire
108,Buckinghamshire
73,Buckinghamshire
114,Buckinghamshire
79,Buckinghamshire
69,Buckinghamshire
72,Buckinghamshire
113,Buckinghamshire
76,Buckinghamshire
68,Buckinghamshire
77,Buckinghamshire
